ID USER,ID QUESTION,Question_Category,QUESTION,USER ANSWER,CORRECT ANSWER,Duration
2,254,PBM,"(1) Sebuah studi menunjukkan bahwa anak yang dibiasakan mendengarkan cerita sejak dini dan dikenalkan dengan kebiasaan membaca memiliki perkembangan jaringan otak yang lebih awal. (2) Sebaliknya, anak yang tidak dikenalkan dengan kebiasaan membaca memiliki perkembangan yang kurang pada jaringan tersebut. (3) Anak-anak balita dengan orang tua yang rutin membacakan buku untuk mereka mengalami perbedaan perilaku dan prestasi akademik dengan anak-anak dengan orang tua yang cenderung pasif dalam membacakan buku.

(4) Menurut sebuah studi baru yang diterbitkan dalam jurnal Pediatrics menemukan perbedaan yang juga terjadi pada aktivitas otak anak. (5) Peneliti mengamati perubahan aktivitas otak anak-anak usia 3 sampai 5 tahun yang mendengarkan orang tua mereka membacakan buku melalui scanner otak yang disebut functional magnetic resonance imaging (FMRI). (6) Orang tua menjawab pertanyaan tentang berapa banyak mereka membacakan cerita untuk anak-anak serta seberapa sering melakukan komunikasi. (7) Para peneliti melihat bahwa ketika anak-anak sedang mendengarkan orang tua bercerita, sejumlah daerah di bagian kiri otak menjadi aktif. (8) Ini adalah daerah yang terlibat dalam memahami arti kata, konsep, dan memori. (9) Wilayah otak ini juga menjadi aktif ketika anak-anak bercerita atau membaca. (10) Pada studi ini menunjukkan bahwa perkembangan daerah ini dimulai pada usia yang sangat muda. (11) Yang lebih menarik adalah bagaimana aktivitas otak di wilayah ini lebih sibuk pada anak-anak yang orang tuanya gemar membaca. (12) Membaca buku untuk anak membantu pertumbuhan neuron di daerah ini yang akan menguntungkan anak di masa depan dalam hal kebiasaan membaca.

Apa judul yang tepat untuk teks tersebut",0,0,13
2,547,PK,"Bintang hanya membayar Rp80.000,00 dari seharusnya Rp100.000,00 untuk makan di ayam geprek. Maka Bintang dapat potongan harga",1,1,112
2,315,PPU,"Anggaran Negara di Dunia Tangani Covid-19

Pandemi Covid-19 diperkirakan menyebabkan perlambatan ekonomi di sejumlah negara. The Economist Intelligence Unit (EIU) memprediksi perekonomian global akan mengalami pertumbuhan minus hingga 2,2% pada tahun ini. Guna mengantisipasi resesi, sejumlah negara menyiapkan stimulus fiskal untuk mempertahankan perekonomiannya. Indonesia bersiap menggelontorkan Rp436,1 triliun atau 2,5 persen terhadap Produk Domestik Bruto (PDB). Pemerintah menggunakannya untuk program percepatan belanja Anggaran Pendapatan dan Belanja Negara (APBN). Kebijakan yang diterapkan berupa pemberian bantuan sosial dan kartu prakerja serta insentif pajak. Lebih dari setengah anggaran itu dimanfaatkan guna menangani Covid-19.

“Kami akan mati-matian mencegah tidak terjadi krisis keuangan yang bisa mengubah penghitungan dengan memperkuat koordinasi, agar defisit bisa lebih kecil,” ujar Menteri Keuangan Sri Mulyani Indrawati. Singapura, Jerman, Jepang, dan Amerika Serikat juga telah memutuskan untuk menambah anggarannya dalam penanganan Covid-19. Singapura akan memberikan 59,9 miliar dolar Singapura untuk bantuan sosial dan perlindungan pekerja, insentif pajak, jaminan modal UKM, dan bantuan pekerja mandiri. Jerman dan Jepang bersiap mengalokasikan Rp13.125 triliun (10 persen PDB) dan Rp16.308 triliun (20 persen PDB). Jerman menggunakan anggaran tersebut untuk bantuan, pinjaman modal, penangguhan pajak perusahaan, dan subsidi gaji pekerja yang dirumahkan. Jepang menggunakannya untuk bantuan tunai rumah tangga, perlindungan pekerja dan pelaku bisnis, pinjaman sektor keuangan, dan masa tenggang pajak serta asuransi. Adapun Amerika Serikat tak ketinggalan dengan Rp32.800 triliun untuk bantuan tunai dan asuransi pekerja informal, pinjaman usaha, bantuan sektor keuangan, transportasi, dan fiskal negara.

Berdasarkan paragraf 1, manakah simpulan yang BENAR jika pemerintah tidak memberikan insentif pajak?",0,3,23
2,160,PBM,"Bacalah kalimat berikut dengan saksama!
Bambu adalah material alami yang sering dipandang sebelah mata ... ia memiliki banyak kelebihan, murah, tahan air, ... mempunyai banyak manfaat.
Kata penghubung yang tepat untuk melengkapi kalimat tersebut adalah",0,3,62
2,254,PBM,"(1) Sebuah studi menunjukkan bahwa anak yang dibiasakan mendengarkan cerita sejak dini dan dikenalkan dengan kebiasaan membaca memiliki perkembangan jaringan otak yang lebih awal. (2) Sebaliknya, anak yang tidak dikenalkan dengan kebiasaan membaca memiliki perkembangan yang kurang pada jaringan tersebut. (3) Anak-anak balita dengan orang tua yang rutin membacakan buku untuk mereka mengalami perbedaan perilaku dan prestasi akademik dengan anak-anak dengan orang tua yang cenderung pasif dalam membacakan buku.

(4) Menurut sebuah studi baru yang diterbitkan dalam jurnal Pediatrics menemukan perbedaan yang juga terjadi pada aktivitas otak anak. (5) Peneliti mengamati perubahan aktivitas otak anak-anak usia 3 sampai 5 tahun yang mendengarkan orang tua mereka membacakan buku melalui scanner otak yang disebut functional magnetic resonance imaging (FMRI). (6) Orang tua menjawab pertanyaan tentang berapa banyak mereka membacakan cerita untuk anak-anak serta seberapa sering melakukan komunikasi. (7) Para peneliti melihat bahwa ketika anak-anak sedang mendengarkan orang tua bercerita, sejumlah daerah di bagian kiri otak menjadi aktif. (8) Ini adalah daerah yang terlibat dalam memahami arti kata, konsep, dan memori. (9) Wilayah otak ini juga menjadi aktif ketika anak-anak bercerita atau membaca. (10) Pada studi ini menunjukkan bahwa perkembangan daerah ini dimulai pada usia yang sangat muda. (11) Yang lebih menarik adalah bagaimana aktivitas otak di wilayah ini lebih sibuk pada anak-anak yang orang tuanya gemar membaca. (12) Membaca buku untuk anak membantu pertumbuhan neuron di daerah ini yang akan menguntungkan anak di masa depan dalam hal kebiasaan membaca.

Apa judul yang tepat untuk teks tersebut",2,0,74
2,88,PU,"""Industri tekstil dan garmen saat ini menjadi industri strategis bagi perekonomian Negara mengingat Indonesia memiliki 250 juta penduduk. Industri ini merupakan sektor manufaktur terbesar ketiga dan menjadi salah satu industri yang paling banyak menyerap tenaga kerja. Pada tahun 2017, ekspor tekstil dan produk tekstil Indonesia mencapai US$12,4 miliar yang mana melebihi target Asosiasi Pertekstilan Indonesia (API) sebesarUS$11,8 miliar.

Pakaian jadi (konveksi) merupakan salah satu andalan ekspor nonmigas Indonesia. Nilai ekspor konveksi tekstil tersebut merupakan terbesar ketiga setelah batu bara US$ 20,63 miliar dan minyak sawit US$ 17,89 miliar. Data Badan Pusat Statistik mencatat nilai ekspor pakaian jadi nasional ke AS sepanjang 2018 mencapai US$ 3,78 miliar (Rp52,87 triliun) tumbuh 9,3% dari tahun sebelumnya. Negara tujuan ekspor konveksi terbesar kedua adalah Jepang dengan nilai US$ 740,9 juta dan ketiga adalah Jerman dengan nilai US$ 372,48 juta.

Berdasarkan paragraf 2, manakah pernyataan di bawah ini yang PALING MUNGKIN benar mengenai industri konveksi",0,1,29
2,23,PU,"Semua pegawai negeri berpakaian seragam.
Sebagian pegawai negeri menggunakan dasi.",1,2,13
2,560,PK,"Manakah faktor prima dari 280 ....
(1) 7
(2) 5
(3) 2
(4) 3",3,0,20
2,251,PBM,"(1) Seni pertunjukkan wayang kulit bukanlah hal yang baru bagi masyarakat Asia Tenggara. (2) Sudah sejak lama, tiap etnis dan bangsa di kawasan ini mempraktikkan jenis kesenian kuno ini. (3) Di wilayah Nusantara, yang terdiri dari banyak pulau dan beraneka ragam etnis, jenis gaya wayang kulit melimpah ditemui di banyak daerah.

(4) Pengaruh agama Hindu dan Buddha dari India sangat kuat di kawasan Asia Tenggara. (5) Kebanyakan seni wayang kulit khususnya di wilayah Nusantara, Malaya, dan Thailand menampilkan kisah-kisah dari agama tersebut, seperti epik Ramayana dan Mahabharata. (6) Penyebaran agama Hindu dan Buddha dilakukan melalui media wayang yang sudah tidak asing bagi penduduk di Asia Tenggara. (7) Oleh karena itu, secara historis dapat dikatakan bahwa wayang berperan sebagai media diplomasi pertemuan budaya serta kepercayaan lokal antara Asia Tenggara dan India.

Pesan tersirat dari paragraf (2) adalah",1,0,33
2,292,PPU,"(1) Perkembangan dunia Ilmu Pengetahuan dan Teknologi (IPTEK) kini makin mengagumkan.
(2) Perkembangan tersebut telah membawa manfaat yang luar biasa bagi kemajuan peradaban umat manusia.
(3) Jenis-jenis pekerjaan yang sebelumnya menuntut kemampuan fisik yang cukup besar kini relatif sudah bisa digantikan oleh perangkat mesin-mesin otomatis.
(4) Seolah sudah mampu menggeser posisi kemampuan otak manusia dalam berbagai bidang ilmu dan aktivitas manusia.
(5) Kemajuan teknologi saat ini benar-benar telah diakui dan dirasa mampu memberikan banyak kemudahan serta kenyamanan bagi kehidupan umat manusia.
(6) [...], manusia tidak bisa menipu diri sendiri akan kenyataan bahwa kemajuan teknologi yang sering diagung-agungkan itu juga bisa mendatangkan malapetaka dan kesengsaraan bagi manusia modern.
(7) Kemajuan teknologi yang semula diciptakan untuk memudahkan manusia ketika urusan itu makin mudah justru memunculkan kesepian dan keterasingan baru, yakni lunturnya rasa solidaritas, kebersamaan, dan silaturahmi.
(8) Sebagai contoh, penemuan smartphone telah mengakibatkan sebagian besar masyarakat terlena dengan dunia maya.
(9) Karena hampir segala hal bisa dilakukan lewat smartphone, tak sedikit orang yang akhirnya lebih banyak menghabiskan waktu dengan smartphone daripada dengan orang-orang di lingkungan sekitarnya.

Kalimat yang strukturnya TIDAK lengkap terdapat pada ....",3,1,32
3,499,PK,"Murid di sebuah sekolah adalah sejumlah W anak. Dari jumlah tersebut X anak menyukai matematika, sejumlah Y anak menyukai kimia, dan sebanyak Z anak menyukai matematika dan kimia. Berapa porsi jumlah anak yang tidak menyukai matematika maupun kimia",3,3,55
3,386,PPU,"Rasa senang dan susah dikira akan berlangsung terus. Senang dan susah itu sebuah pola jiwa yang senantiasa menyusuri hidup kita. Jadi, apabila ada pendapat rasa senang dan susah itu berlangsung lama, tentu keliru. Bukankah sudah beribu-ribu keinginan yang sudah tercapai, tetapi manusia tetap saja tidak bahagia, melainkan senang sebentar, kemudian susah lagi? Juga, sudah beribu-ribu keinginan yang tidak tercapai, tetapi ia tetap saja tidak celaka, melainkan susah sebentar kemudian senang kembali? Rasa senang dan susah, seakan telah mewarnai seni hidup kita. Jadi, pendapat bahwa tercapainya keinginan menyebabkan rasa bahagia atau tidak tercapainya keinginan menyebabkan celaka, jelaslah keliru. Namun, setiap keinginan pasti disertai pendapat demikian. Sebagai contoh, setiap orang menginginkan sesuatu, misalnya berhajat mengawinkan anaknya dan karena ia tidak punya cukup uang, ia akan mencari pinjaman. Dalam mencari pinjaman tersebut ia merasa, “Jika usahaku untuk mencari pinjaman tidak berhasil, pastilah aku celaka dan
merasa malu selamanya”. Andaikata ia gagal memperoleh pinjaman, ia tidak akan merasa celaka, melainkan hanya merasa malu sebentar.

Kemudian setelah merasa susah karena ia tidak dapat mengundang banyak orang, tidak dapat mengadakan pertunjukan wayang, dan tidak dapat mengadakan janggrungan (tarian bersama antara penari dan tetamu dalam pesta perjamuan orang Jawa), ia pun akan merasa senang lagi bahkan lega hatinya. “Wah, untunglah usahaku mencari utang tempo hari tidak berhasil. Andaikata berhasil, sekarang ini aku akan kelabakan (gelisah) mencari uang untuk membayar utang itu”. Maka jelaslah bahwa tidak tercapainya keinginan itu tidak menyebabkan orang merasa celaka.

Kalimat utama paragraf ke-1 teks tersebut adalah",0,3,114
3,116,PU,"Dido sedang berlibur di sebuah negara bernama Ellesmere. Disana, ia mengunjungi beberapa kota. Dari hotel tempat tinggalnya, kota Domina lebih jauh daripada kota Tirianna. Kota Ebraxas lebih dekat daripada kota Tirianna. Kota Fiandara lebih jauh daripada Seren. Kota Tirianna lebih jauh daripada kota Fiandara. Kota Ebraxas lebih dekat daripada kota Seren.

Berdasarkan penjelasan tersebut, kota jauh ketiga adalah",0,2,70
3,147,PU,"Semua sinden pandai menari tradisional.
Sinden yang bernama Wening tidak dapat menari tradisional di panggung.",1,3,42
3,279,PPU,"Pemanasan global yang memicu perubahan iklim tidak terelakkan dan sedang berlangsung. Penyebabnya adalah penggunaan bahan bakar fosil yang terus menerus menyemburkan emisi melalui cerobong dan knalpot. Para ilmuwan memperkirakan bahwa pada abad ini terjadi peningkatan suhu global antara 1,4 dan 5,8 derajat celcius bergantung pada volume bahan bakar fosil yang dibakar dan kepekaan system iklim menghadapinya. Bahan bakar fosil seperti minyak, batu bara, dan gas sebagai sumber energi menghasilkan gas CO2 yang dilepaskan ke atmosfer sebagai sisa pembakaran. Gas tersebut beserta gas-gas lain menumpuk, menyelimuti bumi, dan menghalangi radiasi panas matahari yang seharusnya dikembalikan ke angkasa. Radiasi panas dipantulkan kembali ke bumi, diserap di permukaan, dan menimbulkan fenomena yang disebut efek gas rumah kaca. Efek gas rumah kaca yang terjebak di atmosfer itulah yang meningkatkan secara drastis temperatur di permukaan bumi sehingga terjadi pemanasan global. Penggunaan bahan fosil secara besar-besaran telah menyumbangkan 37 persen dari total emisi CO2 di Indonesia. Angka tersebut akan terus meningkat jika tidak ada upaya menghentikan atau mengurangi penggunaan energi fosil.

Berdasarkan isi teks tersebut, pernyataan ini benar, KECUALI",3,1,46
3,244,PBM,"(1) Saat ini, pelaku UMKM harus melek masalah HAKI (hak atas kekayaan intelektual) dan merek. (2) Bagaimanapun, merek menjadi hal yang sangat penting bagi pelaku UMKM agar produk yang dijualnya memiliki nilai jual yang tinggi. (3) Sebagai contoh, sebuah produk tanpa merek dibandrol dengan harga Rp5.000,00. (4) Namun, ketika sudah memiliki merek, harga produk tersebut bisa mencapai Rp40.000,00. (5) Contoh itu menunjukkan bahwa merek berperan penting dalam meningkatkan nilai jual. (6) Merek berfungsi sebagai pembeda di antara pesaing yang menjual produk serupa. (7) Hal itulah yang menjadikan perlunya pelaku UMKM untuk mendaftarkan merek produknya. (8) Dengan mendaftarkan merek produknya, ada jaminan kepada konsumen untuk membedakan satu produk dengan produk lainnya. (9) Selain itu, perusahaan juga dapat membedakan produk-produk yang mereka miliki serta menjadikannya sebagai alat pemasaran dan dasar untuk membangun reputasi.

Kata melek pada kalimat (1) memiliki makna",0,3,11
3,276,PPU,"Sirine sebagai bagian dari sistem peringatan dini tsunami dijalankan dengan menggunakan teknologi komunikasi satelit dan GSM. Begitu ada gempa, sensor yang dipasang pada sirine akan memberikan data secara cepat ke stasiun BMG. Berdasarkan data ini, dilakukan analisis untuk mengetahui terjadinya tsunami atau tidak dalam waktu 10 menit. Bila ada potensi akan terjadi tsunami, sirine langsung dibunyikan dalam bentuk nada tertentu, disertai pengumuman kepada penduduk setempat agar mereka segera mempersiapkan diri dan mengambil tindakan preventif.

Topik bacaan di atas adalah....",0,3,91
3,377,PPU,"SMA Negeri 2 Jakarta didirikan pada tanggal 24 Februari 1959 dengan proses pengambilalihan sekolah asing melalui program nasionalisasi pemerintah. Sekolah asing yang dinasionalisasi tersebut bernama Kwo Min Tang yang letaknya ada di Jalan Gajah Mada No. 174-175. Berdasarkan keputusan Peperda No. 232, Kwo Min Tang diubah menjadi SMA PPS (Panitia Pengawasan Sekolah). SMA PPS di awasi dan di bina oleh pemerintah dari perwakilan Depdikbud Jakarta Raya.

Pada tanggal 18 Januari 1960, SMA PPS menjadi SMA Nasional Bapergi, tetapi tidak lama kemudian ditutup dan gedungnya dipakai untuk gedung pendidikan nasional. Gedung yang ada di jalan Gajah Mada No 174 diambil alih tanggal 11 juli 1966 yang akhirnya dijadikan apartemen Mediterania. Lalu, berdasarkan SJP No.004/JV/S/PERW/GG/66, gedung yang ada di jalan Gajah Mada No.175 yang akhirnya menjadi gedung sekolah SMA Negeri 2 Jakarta. SMA Negeri 2 Jakarta dipimpin oleh G. S. Panjaitan sebagai kepala sekolah pertama dan T. Simbolon yang merangkap menjadi wakil kepala sekolah, sekretaris, sekaligus pengajar.

Jika melihat bentuk fisik, fasilitas di SMA Negeri 2 Jakarta tergolong memadai dan mendukung pembelajaran, mulai dari kelas, Laboratorium Bahasa, Laboratorium Biologi, Laboratorium Fisika, Laboratorium Kimia, aula, kantin, masjid, koperasi, ruang Audio Visual, UKS, ruang PIK, toilet, ruang Medikom, lapangan upacara, lapangan kecil, ruang OSIS, perpustakaan, sport center, ruang komputer (TIK), Smart Desk Room, lapangan parkir, gazebo, studio, ruang Inspirasi, hingga ruang ESO.

Kelemahan teks tersebut adalah ....",1,3,52
3,421,PPU,"(1)Sudah sebulan lebih Besudut masuk kuliah dan mulai berurusan dengan pelajaran. (2)Besudut adalah orang rimba pertama yang lulus seleksi sebagai mahasiswa di sebuah universitas di Jambi.
(3)Dia berasal dari kelompok orang rimba yang tinggal di daerah aliran sungai Bernai, Jambi. (4)Dia memilih masuk di jurusan Pendidikan Guru Sekolah Dasar. (5)Kelak Besudut ingin mengejar matahari dan mendidik anak-anak rimba baca tulis. (6)Besudut kuliah dengan mendapat banyak bantuan dari berbagai pihak.
(7)Uang kos bulanan dibayarkan oleh Bupati Tebo. (8)Kementerian Pendidikan dan Kebudayaan memberinya uang bulanan sebesar Rp600.000,00. (9)Dukungan dan fasilitas tersebut yang dianggap masyarakat rimba sebagai gaji dari pemerintah.
(10)Sejak kuliah, setiap Jumat sore Besudut pulang ke rumahnya di kawasan transmigrasi Tanagaro, Kabupaten Tebo dan kembali Minggu sore. (11)Setiap pulang kampung, dia berusaha menyisihkan uang untuk membeli oleh-oleh. (12)Jika dia tak membawa apa-apa, warga rimba menggerutu karena dianggap kuliah tanpa hasil.

Gagasan dalam kalimat (1) dapat diungkapkan melalui kalimat ...",1,2,40
3,480,PK,Seekor ikan panjang kepalanya 10 cm. Panjang ekornya sama dengan panjang kepala ditambah setengah panjang tubuh. Panjang tubuh sama dengan panjang kepala ditambah panjang ekor. Berapa panjang ikan seluruhnya,2,2,50
4,40,PU,"Berdasarkan data nilai matematika siswa di suatu sekolah, diketahui nilai Ahmad lebih tinggi dari nilai Bima. Nilai Dimas tidak lebih tinggi dari nilai Fina, tetapi lebih tinggi daripada nilai Erin. Nilai Bima sedikit lebih tinggi dari nilai Cici. Jika nilai Cici lebih tinggi dari nilai Fina, maka pernyataan berikut yang pasti benar adalah",1,3,90
4,260,PBM,"(1) Rumah pintar (smart home) merupakan istilah yang biasanya digunakan untuk mendefinisikan sebuah tempat tinggal yang menggunakan sebuah pengendali jarak jauh (remote control) untuk mengintegrasi berbagai perangkat yang ada secara otomatis. (2) Rumah pintar dapat dikatakan sebagai sebuah rumah yang saling terhubung (e-home) secara otomatis. (3) Rumah tersebut dikatakan cerdas karena dapat memonitor seluruh kegiatan melalui sebuah komputer. (4) Rumah pintar terdiri atas beberapa perangkat yang saling terhubung dengan tujuan untuk meningkatkan kualitas hidup pemilik rumah. (5) Rumah pintar dapat mengendalikan sistem secara otomatis, mulai dari kontrol cahaya, suhu ruangan, peralatan multimedia dan keamanan. (6) Perangkat teknologi yang digunakan memungkinkan kegiatan berjalan secara otomatis, tanpa bersentuhan langsung dengan tangan pemilik rumah. (7) Cukup dengan remote control, pemilik rumah dapat beraktivitas dengan lebih mudah, lebih efisien, aman, dan murah.

Gagasan pokok kalimat (7) adalah",0,2,32
4,109,PU,"Buah mangga memiliki kandungan vitamin C dan antioksidan sehingga dapat meningkatkan kekebalan tubuh dan membantu melawan infeksi virus. Penelitian terbaru memperlihatkan, mengonsumsi buah mangga bisa mencegah kanker dan menurunkan kadar kolesterol.

Manakah DUA simpulan yang PALING DIDUKUNG oleh bacaan tersebut",1,3,59
4,396,PPU,"Penyalahgunaan narkotika dan obat-obatan berbahaya lainnya telah menjadi bom waktu dinegeri ini. Peredaran barang haram ini sudah sampai di tempat-tempat yang justru dianggap aman dari hal negatif semacam itu, seperti sekolah, kampus, bahkan rumah-rumah ibadah. Pada tahun 2019, tercatat 102 kasus penyalahgunaan narkoba yang diungkap oleh BNN. Peredarannya pun dilakukan dengan berbagai cara, ada yang dijadikan permen, dicampur ke dalam adonan cookies, dan ada juga yang disembunyikan dalam bungkusan ikan asin.

Meskipun angka pecandu narkoba di Indonesia turun 0,6 persen pada tahun 2019, [....] narkoba tetap saja sangat mengkhawatirkan. Indonesia menjadi seperti surga bagi peredaran narkoba internasional. Tiap tahunnya 15.000 jiwa meregang nyawa karena barang terlaknat ini. Pada tahun 2020 ini, pengguna narkoba di Indonesia mencapai angka 5,1 juta orang. Lebih parahnya, sebagian besarnya masih berusia pelajar.

Berbagai solusi pencegahannya mungkin sudah dilakukan, tetapi upaya itu belum mencapai hasil yang maksimal. Selain menjadi tugas pemerintah dan para penegak hukum, upaya mengatasi masalah ini juga menjadi tanggung jawab kita sebagai penerus bangsa. Salah satu langkah yang bisa kita lakukan untuk mengalihkan remaja dari narkoba adalah dengan menanamkan budaya literasi.

Topik yang mungkin dibahas pada paragraf selanjutnya adalah ",3,3,105
