ID_USER,ID_QUESTION,Question_Category,Question_Description,USER_ANSWER,CORRECT_ANSWER,Duration
2,660,BI,"Musibah yang menimpa Tarjono Slamet, 47, puluhan tahun silam membuatnya harus kehilangan kaki kiri. Pada 1990, dia bersama tiga rekan kerjanya di Perusahaan Listrik Negara (PLN) tersengat listrik saat memanjat sebuah trafo yang butuh diperbaiki. Itu adalah saat di mana ia kehilangan kaki kirinya. Tidak hanya kaki, semua jari tangannya beku dalam posisi menutup. Sejak saat itu hidupnya berubah drastis. Karena kondisi fisiknya yang tidak memungkinkan, ia dipindahkan ke bagian administrasi. Slamet pun memutuskan keluar dari pekerjaannya di Klaten, Jawa Tengah karena ia merasa pekerjaannya tidak sesuai dengan keahliannya. Kehilangan pekerjaan membuat Slamet harus pulang ke kampung halaman di Batang, Jawa Tengah. Kepulangannya disambut simpati. Akan tetapi, simpati itu juga dibuntuti oleh stigma negatif masyarakat sebagai seorang difabel. Seluruh anggota keluarga memberinya dukungan moral untuk menjalani program pengembangan keterampilan di Pusat Rehabilitasi Yakkum. Di sana, Slamet juga melakukan pemasangan kaki palsu. Sejak saat itu, terowongan kehidupannya yang gelap gulita sedikit demi sedikit mulai menemukan titik terang. Awalnya Slamet sempat dipercaya mengelola bisnis milik Pusat Rehabilitasi Yakkkum yang memberdayakan para difabel. Mulai dari produksi kerajinan kayu, kain, hingga kerajinan tangan dia pelajari sedalam-dalamnya. Berkat keuletannya, Slamet dikirim ke Auckland, Selandia Baru untuk mengikuti beasiswa kuliah di jurusan Kesejahteraan Sosial. Sepulangnya dari Auckland, pada 2003, ilmu bisnis, pemasaran dan penggalangan dana itu dia gunakan untuk merintis bisnisnya yang bernama CV Mandiri Craft. Dia mengajak 25 rekan difabel di Yakkum untuk merealisasikan ide bisnis mainan anak. Ada alasan tersendiri mengapa dia memilih berbisnis mainan anak. Mainan anak yang dibuatnya berbahan kayu berkualitas dengan cat antiracun sehingga aman untuk anak-anak. Beberapa mainan yang dibuatnya antara lain puzzle dan balok untuk Menyusun bangunan. Sebelum mendesain mainan, Slamet melakukan riset psikologi anak. Dua mainan tersebut dibuat untuk membantu anak melatih kesabaran dan ketelitian. Diadaptasi dari https://jogjapolitan.harianjogja.com/read/2020/09/15/511/1049837/kehilangan-kaki-kiri-tarjono-slamet-semangat-tularkan-makna-hidup
Jika ada anak usia produktif (15 tahun) yang memiliki keterbatasan fisik, seperti tunanetra dan tunadaksa, apakah saranmu untuknya selain bersekolah?",2,1,86
2,785,EN,"When we think of NASA, we think of deep-space exploration. We expect the agency to  be working on questions like what life would be like on Mars or how to build a city on the moon. However, researchers—and astronauts—have been on another kind of mission: to bring space down to Earth and to the developing world. In 2003, the agency teamed up with the United States Agency for International Development (USAID) to form SERVIR. It is an initiative to use data gathered in space to help developing countries combat problems related to climate change. Its name comes from the Spanish word meaning “to serve.” 1 NASA launched satellites years ago for research. 2 These satellites are now sending back information that can help Kenyan farmers protect their crops  from frost. 3 The information can also help Nepalese officials monitor forest fires and  policymakers in Botswana prevent land degradation. 4 The projects are active in more than 30  countries around the globe. 5 These are based on extensive needs assessments conducted by  USAID. 6 The satellite data do not replace on-ground monitoring; rather they serve as an  additional resource. In Bangladesh, for example, NASA has been helping cities prepare for floods up to eight days in advance. The country has low elevation and tropical storms. lt sits at the mouth of the Ganges river and is prone to severe flooding come monsoon season. Like the capital Dhaka, floods have the potential to displace tens of thousands every year. The cities rely heavily on warning systems to predict the water level. The prediction is based on how much rainfall the country gets and which way the water flows. 1 In another example, NASA is using satellite imagery of vegetation health. 2 lndeed,  bringing new technology into developing countries has its set of own challenges. 3 The satellite  measures real-time rainfall to help East African countries monitor for potential crop failures. 4 That way, policymakers know if they have enough food to feed the population. 5 They can also  know if they have to import grains from outside markets months in advance.
Which of the following sentences is NOT relevant to the topic discussed in paragraph 5? ",0,1,20
2,601,BI,"Untuk kali pertama, ilmuwan telah menemukan bukti fisik opal di Mars. Jejak yang terdapat pada batu sebelumnya yang ditemukan di dalam meteorit Mars dapat membantu misi eksplorasi di masa depan untuk menentukan wilayah yang mungkin menyimpan bukti adanya tanda-tanda kehidupan di planet Merah tersebut. Opal itu ditemukan dalam pecahan meteorit Nakhla seberat 1,7 gram, meteorit yang dipasok oleh Natural History Museum di London. Meteorit Nakhla sendiri jatuh di Nakhla, Mesir, pada tahun 1911. Tim peneliti yang berasal dari University of Glasgow mengidentifikasi ciri dari batu permata itu sebagai batu permata berwarna oranye terang, kuning, dan merah. Profesor Martin Lee selaku ketua penelitian ini menjelaskan bahwa penemuan batu opal ini sangat penting bagi perkembangan penelitian Mars. ""Ini kali pertama ada benda dari Mars di Bumi yang mengandung opal,"" jelasnya kepada phys.org. Penemuan batu opal asal Mars diklaim sebagai pencapaian besar. Itu terjadi karena batu opal diketahui bisa menyimpan fosil makhluk hidup dan biasa terbentuk di sekitar sumber air panas yang digemari mikroba. Layaknya di Bumi, batu opal terbentuk di sekitar sumber air panas. Dalam situasi itu, akan hidup mikroba. Batuan opal biasanya menangkap dan mengurung mikroba selama jutaan. tahun. ""Jika memang ada mikroba di Mars, bisa jadi mereka terperangkap di dalam batu opal ini,"" harap Lee. Dikutip dari: nationalgeographic.grid.id
Berdasarkan bacaan tersebut, apa fakta yang disorot oleh Martin Lee?",1,2,10
2,842,EN,"A Food Delivery App That Guarantees a Living Wage 
Workers at London’s Wings co-op get a minimum hourly income, plus benefits 
When Rich Mason quit his job as a theater manager to deliver meals on his bicycle in  2017, he figured it would be a good way of earning some cash while exploring a career change.  But as a rider for a big delivery app, he says, he could barely cover his rent, bringing in as little  as £10 ($13.24) on some days. “It’s a really dehumanizing and horrible experience,” says Mason,  33. “You have no human manager you can talk to. You either get orders through your phone screen or you don’t.” 
That spurred Mason to seek a better way to get meals to hungry folks at home. In July he  started Wings, a cooperative in the North London neighborhood of Finsbury Park that delivers  meals from local restaurants. With £20,000 in government funding and grants from foundations,  Wings has hired a half-dozen riders who work five-hour shifts for a guaranteed wage of £11.05  an hour, the minimum needed to get by in London, according to the nonprofit Living Wage  Foundation. 
Wings is one of scores of cooperatives sprouting up to battle the inequity of part time  jobs, an issue that was made excruciatingly clear as the pandemic fueled soaring demand for  delivery services. Technology companies behind delivery apps are under pressure from investors  and governments to offer better conditions for workers, who are often classed as self-employed  with no benefits or any guarantee of a minimum wage. 
The big apps have dominated the industry so far, because they have vast pools of money  that allow them to build brand awareness and create the complex systems needed to ensure  reliability, says George Maier, a fellow at London School of Economics. But all that spending  hasn’t yielded consistent earnings. Deliveroo and Uber Eats have yet to turn a profit, and  DoorDash was only briefly profitable during the second quarter of 2020 as stay-at-home orders across the U.S. boosted demand for takeout. 
Wings uses a service called CoopCycle, provided by a Paris company that charges about  2% of revenue for software that can track couriers and manage orders from shops and  restaurants. The company has licensed the program to roughly 75 groups across Europe, most of  them less than a year old and about half of which are supported by some form of government  funding, says Adrien Claude, who helps CoopCycle members gain traction. “Every co-op is  running its own business, it’s usually cheaper for restaurants, it’s bike-only,” Claude says. “And  couriers are members, so they want to take care of customers and restaurants.”
The relationship between riders who work five-hour in Wings is similar to that",2,2,55
2,960,PM,"Suatu kelompok belajar terdiri dari siswa laki-laki dan siswa perempuan. Salah satu siswa laki-laki bernama Edo dan salah satu siswa perempuan bernama Tari. Banyak teman laki-laki Edo di kelompok belajar tersebut sama dengan setengah dari banyak siswa perempuan. Banyak teman perempuan Tari di kelompok belajar tersebut satu lebihnya dari banyak siswa laki-laki.
Jumlah seluruh siswa di kelompok belajar tersebut adalah … siswa.",3,3,80
2,658,BI,"SYAIR DAFTAR PUSTAKA Suminto A. Sayuti Kubaca satu satu. Sebuah alfabeta. Dari A sampai pun Z. Artikel dan buku memuat namamu. Mengantar materi. Juga menjadi diri sendiri. Membayang di kalimat-kalimat lengkap. Mengantar Predikat. Juga menyiapkan waktu dan tempat. Sebelum hal-hal terlihat. Di pengantar namamu membayang. Samar. Membuat hatiku tergetar. Lalu mengawang. Daftar isi memang tiada. Tapi halaman persembahan menulis namamu dengan tinta tebal. Dengan huruf kapital. Menulis dan membaca pustaka. Aku kembali ke A. Kembali ke asal mula. Menulis dan membaca pustaka. Aku menuju Z. Kembali ke peta perjalanan. Jalan pulang menuju rumah tujuan. Sebuah simpulan. Sesuai perjanjian. Karna aku paham. Kau menungguku di serambi depan. Merapi, 2022
Penyair ingin menyampaikan mengenai",2,1,66
2,1063,PM,"Fungsi f dan g didefinisikan sebagai berikut:
f(x) = x

2 + 4x + 2 dan g(x) = x + 6

Absis terkecil semua titik potong grafik fungsi f dan g adalah...",0,1,11
2,647,BI,"""Moral dan agama ada pada keindahan kesenian itu. Kalau Eyang puas atas pertunjukan balet itu, ini artinya balet dari Negeri Tirai Besi itu telah berdakwah tentang kebenaran.” Yang dimaksud dari kata Negeri Tirai Besi dalam teks tersebut adalah",0,0,101
3,644,BI,"Untuk sebagian besar spesies hewan, jumlah individu dalam spesies berbanding terbalik dengan ukuran tubuh rata-rata anggota spesies: semakin kecil ukuran tubuh, semakin besar jumlah individu hewan. Tamarin, monyet kecil Amerika Selatan, melanggar aturan ini. Dari sepuluh spesies primata yang dipelajari di Taman Nasional Manu Peru, misalnya, dua spesies tamarin, punggung pelana, dan kaisar, masing-masing menempati urutan kedelapan dan kesembilan yang paling tidak melimpah. Hanya marmoset kerdil, yang lebih kecil lagi, yang jumlahnya lebih sedikit. Kelangkaan tamarin tidak mudah dijelaskan; itu tidak dapat diabaikan sebagai konsekuensi dari diet, karena tamarin memakan campuran buah, nektar, dan mangsa kecil yang sama seperti yang dilakukan beberapa rekan mereka yang lebih besar, termasuk dua capuchin yang dikenal sebagai monyet tupai dan monyet malam. Meskipun proporsi relatif buah yang dikonsumsi agak bervariasi di antara spesies, sulit membayangkan bahwa perbedaan halus seperti itu sangat penting untuk memahami kelangkaan relatif tamarin. Untuk menekankan betapa langkanya tamarin, kita dapat membandingkannya dengan primata omnivora lainnya di komunitas. Dalam hal jumlah individu per kilometer persegi, peringkat mereka jauh di bawah dua capuchin, monyet tupai, dan monyet malam. Dan dalam hal biomassa, atau berat total individu yang menempati satu unit area habitat, setiap spesies tamarin hadir hanya seperdua puluh massa capuchin coklat atau sepersepuluh massa monyet tupai. Untuk mendapatkan perspektif lain, pertimbangkan persyaratan spasial tamarin. Tamarin sangat teritorial, dengan penuh semangat mengusir setiap penyusup yang mungkin tersesat di dalam batas-batas domain mereka yang ditentukan dengan tajam. Kelompok menginvestasikan sebagian besar waktu dan energi mereka untuk berpatroli di batas wilayah mereka, mengumumkan kehadiran mereka kepada tetangga mereka dengan teriakan melengking dan menyapu. Teritorial terpadu seperti itu agak luar biasa di antara primata, meskipun owa dan siamang Asia menunjukkannya, seperti halnya beberapa spesies Dunia Baru lainnya seperti titi dan monyet malam. Monyet titi secara rutin hidup dalam wilayah seluas 6 hingga 2 hektar, dan monyet malam jarang bertahan lebih dari 10 hektar, tetapi kelompok tamarin secara rutin menempati 30 hingga 120 hektar. Yang paling mengejutkan tentang wilayah tamarin adalah ukurannya. Bandingkan ini dengan 1 hingga 2 hektar yang dibutuhkan oleh tupai abu-abu Amerika Utara biasa, mamalia nonteritorial dengan ukuran yang hampir sama. Sekelompok tamarin menggunakan ruang yang sama banyaknya dengan pasukan capuchin coklat, meskipun yang terakhir memiliki berat 15 kali lipat. Jadi, selain langka, tamarin membutuhkan ruang yang tampaknya benar-benar tidak proporsional dengan ukurannya.
Perhatian utama dari bacaan ini adalah untuk",3,2,50
3,1172,PM,"Fungsi f dan g didefinisikan sebagai berikut:
f(x) = x

2 + 4x + 2 dan g(x) = x + 6

Absis terkecil semua titik potong grafik fungsi f dan g adalah...",3,1,74
3,1175,PM,"Fungsi f dan g didefinisikan sebagai berikut:
f(x) = x

2 + 4x + 2 dan g(x) = x + 6

Absis terkecil semua titik potong grafik fungsi f dan g adalah...",1,1,52
3,895,PM,"Dalam suatu gedung teater di Provinsi Suka-Suka terdapat 11 baris kursi. Baris pertama berisi10 kursi, baris kedua berisi 15 kursi, baris ketiga berisi 17 kursi, baris keempat berisi 22kursi, baris ke lima berisi 24 kursi, dan seterusnya mengikuti pola yang sama. Berdasarkaninformasi tersebut, banyaknya kursi pada baris kedua dari belakang adalah … kursi",0,3,116
3,641,BI,"Untuk sebagian besar spesies hewan, jumlah individu dalam spesies berbanding terbalik dengan ukuran tubuh rata-rata anggota spesies: semakin kecil ukuran tubuh, semakin besar jumlah individu hewan. Tamarin, monyet kecil Amerika Selatan, melanggar aturan ini. Dari sepuluh spesies primata yang dipelajari di Taman Nasional Manu Peru, misalnya, dua spesies tamarin, punggung pelana, dan kaisar, masing-masing menempati urutan kedelapan dan kesembilan yang paling tidak melimpah. Hanya marmoset kerdil, yang lebih kecil lagi, yang jumlahnya lebih sedikit. Kelangkaan tamarin tidak mudah dijelaskan; itu tidak dapat diabaikan sebagai konsekuensi dari diet, karena tamarin memakan campuran buah, nektar, dan mangsa kecil yang sama seperti yang dilakukan beberapa rekan mereka yang lebih besar, termasuk dua capuchin yang dikenal sebagai monyet tupai dan monyet malam. Meskipun proporsi relatif buah yang dikonsumsi agak bervariasi di antara spesies, sulit membayangkan bahwa perbedaan halus seperti itu sangat penting untuk memahami kelangkaan relatif tamarin. Untuk menekankan betapa langkanya tamarin, kita dapat membandingkannya dengan primata omnivora lainnya di komunitas. Dalam hal jumlah individu per kilometer persegi, peringkat mereka jauh di bawah dua capuchin, monyet tupai, dan monyet malam. Dan dalam hal biomassa, atau berat total individu yang menempati satu unit area habitat, setiap spesies tamarin hadir hanya seperdua puluh massa capuchin coklat atau sepersepuluh massa monyet tupai. Untuk mendapatkan perspektif lain, pertimbangkan persyaratan spasial tamarin. Tamarin sangat teritorial, dengan penuh semangat mengusir setiap penyusup yang mungkin tersesat di dalam batas-batas domain mereka yang ditentukan dengan tajam. Kelompok menginvestasikan sebagian besar waktu dan energi mereka untuk berpatroli di batas wilayah mereka, mengumumkan kehadiran mereka kepada tetangga mereka dengan teriakan melengking dan menyapu. Teritorial terpadu seperti itu agak luar biasa di antara primata, meskipun owa dan siamang Asia menunjukkannya, seperti halnya beberapa spesies Dunia Baru lainnya seperti titi dan monyet malam. Monyet titi secara rutin hidup dalam wilayah seluas 6 hingga 2 hektar, dan monyet malam jarang bertahan lebih dari 10 hektar, tetapi kelompok tamarin secara rutin menempati 30 hingga 120 hektar. Yang paling mengejutkan tentang wilayah tamarin adalah ukurannya. Bandingkan ini dengan 1 hingga 2 hektar yang dibutuhkan oleh tupai abu-abu Amerika Utara biasa, mamalia nonteritorial dengan ukuran yang hampir sama. Sekelompok tamarin menggunakan ruang yang sama banyaknya dengan pasukan capuchin coklat, meskipun yang terakhir memiliki berat 15 kali lipat. Jadi, selain langka, tamarin membutuhkan ruang yang tampaknya benar-benar tidak proporsional dengan ukurannya.
Manakah dari berikut ini yang paling mungkin dianggap oleh penulis sebagai anomali",2,3,62
3,886,EN,"The most common causes of tsunamis are underwater earthquakes. To understand underwater earthquakes, you must first understand plate tectonics. The theory of plate tectonics suggests that the lithosphere, or top layer of the Earth, is made up a series of huge plates. These plates make up the continents and seafloor. They rest on an underlying viscous layer called the sthenosphere. 
Think of a pie cut into eight slices. The pie crust would be the lithosphere and the hot, sticky pie filling underneath would be the asthenosphere. On the Earth, these plates are constanly in motion, moving along each other as most drat a speed of 1 to 2 inches (2.5-5 cm) per year. The movement occurs most dramatically along fault lines (where the pie is cut). These motions are capable of producing earthquakes and volcanism, which, when they occur at the bottom of the ocean, are two possible sources of tsunamis. 
When two places come into contact at a region known as a plate boundary, a heavier plate can slip under a lighter one. This is called subduction. Underwater subduction often leaves enormous ""handprints"" in the form of deep ocean trenches along the seafloor. In some cases of subduction, part of the seafloor connected to the lighter plate may ""snap up"" suddenly due to pressure from the sinking plate. This results in an earthquake. The focus of the earthquake is the point within the Earth where the rupture first occurs, rocks break and the first seismic waves are generated. The epicenter is the point on the seafloor directly above the focus. 
When this piece of the plate snaps up and sends tons of rock shooting upward with tremendeous force, the energy of that force is transferred to the water. The energy pushes the water upward above normal sea level. This is the birth of a tsunami. The earthquake that generated the December 26, 2004 tsunami in the Indian Ocean was 9.0 in the Richter scale-one of the biggest in recorded history.

Which of the following best states the topic of this text? ",1,0,54
3,972,PM,"Diketahui x dan y merupakan bilangan ganjil. Manakah yang merupakan bilangan genap?
(1) x + y
(2) 3x + 2y
(3) 3x - 9y
(4) 3x - 2y",2,1,59
3,968,PM,"Kakak diberi uang sebesar n oleh ayah. Uang tersebut digunakan untuk membeli buku 0,2 bagian, membeli tempat pensil 0,12 bagian, membeli makanan 0,28 bagian dan membeli kaos kaki sebesar Rp 15.000,00. Uang yang masih dimiliki kakak akan ditabung di sekolah seluruhnya. Besar uang kakak yang akan ditabung adalah....",0,1,10
3,659,BI,"Musibah yang menimpa Tarjono Slamet, 47, puluhan tahun silam membuatnya harus kehilangan kaki kiri. Pada 1990, dia bersama tiga rekan kerjanya di Perusahaan Listrik Negara (PLN) tersengat listrik saat memanjat sebuah trafo yang butuh diperbaiki. Itu adalah saat di mana ia kehilangan kaki kirinya. Tidak hanya kaki, semua jari tangannya beku dalam posisi menutup. Sejak saat itu hidupnya berubah drastis. Karena kondisi fisiknya yang tidak memungkinkan, ia dipindahkan ke bagian administrasi. Slamet pun memutuskan keluar dari pekerjaannya di Klaten, Jawa Tengah karena ia merasa pekerjaannya tidak sesuai dengan keahliannya. Kehilangan pekerjaan membuat Slamet harus pulang ke kampung halaman di Batang, Jawa Tengah. Kepulangannya disambut simpati. Akan tetapi, simpati itu juga dibuntuti oleh stigma negatif masyarakat sebagai seorang difabel. Seluruh anggota keluarga memberinya dukungan moral untuk menjalani program pengembangan keterampilan di Pusat Rehabilitasi Yakkum. Di sana, Slamet juga melakukan pemasangan kaki palsu. Sejak saat itu, terowongan kehidupannya yang gelap gulita sedikit demi sedikit mulai menemukan titik terang. Awalnya Slamet sempat dipercaya mengelola bisnis milik Pusat Rehabilitasi Yakkkum yang memberdayakan para difabel. Mulai dari produksi kerajinan kayu, kain, hingga kerajinan tangan dia pelajari sedalam-dalamnya. Berkat keuletannya, Slamet dikirim ke Auckland, Selandia Baru untuk mengikuti beasiswa kuliah di jurusan Kesejahteraan Sosial. Sepulangnya dari Auckland, pada 2003, ilmu bisnis, pemasaran dan penggalangan dana itu dia gunakan untuk merintis bisnisnya yang bernama CV Mandiri Craft. Dia mengajak 25 rekan difabel di Yakkum untuk merealisasikan ide bisnis mainan anak. Ada alasan tersendiri mengapa dia memilih berbisnis mainan anak. Mainan anak yang dibuatnya berbahan kayu berkualitas dengan cat antiracun sehingga aman untuk anak-anak. Beberapa mainan yang dibuatnya antara lain puzzle dan balok untuk Menyusun bangunan. Sebelum mendesain mainan, Slamet melakukan riset psikologi anak. Dua mainan tersebut dibuat untuk membantu anak melatih kesabaran dan ketelitian. Diadaptasi dari https://jogjapolitan.harianjogja.com/read/2020/09/15/511/1049837/kehilangan-kaki-kiri-tarjono-slamet-semangat-tularkan-makna-hidup
Manakah pernyatan yang BENAR tentang keteladanan dari tokoh Tarjono Slamet?",0,3,39
3,1028,PM,"Fungsi f dan g didefinisikan sebagai berikut:
f(x) = x

2 + 4x + 2 dan g(x) = x + 6

Absis terkecil semua titik potong grafik fungsi f dan g adalah...",0,1,60
4,621,BI,"Pembekuan dimulai ketika keping-keping darah dan faktor-faktor lain dalam plasma darah kontak dengan permukaan yang tidak biasa, seperti pembuluh darah yang rusak atau terluka. Pada saat terjadi luka di permukaan tubuh, komponen darah, yaitu trombosit akan segera berkumpul mengerumuni bagian yang terluka dan akan menggumpal sehingga dapat menyumbat dan menutupi luka. Kulit yang terluka menyebabkan darah keluar dari pembuluh. Trombosit akan mengeluarkan zat (enzim) yang disebut trombokinase. Trombokinase akan masuk ke dalam plasma darah dan akan mengubah protrombin menjadi enzim aktif yang disebut trombin. Perubahan tersebut dipengaruhi ion kalsium (Ca2+) di dalam plasma darah. Protrombin adalah senyawa protein yang larut dalam darah yang mengandung globulin. Zat ini merupakan enzim belum aktif yang dibentuk oleh hati. Pembentukannya dibantu oleh vitamin K. Trombin yang terbentuk akan mengubah firbrinogen menjadi benang-benang fibrin. Terbentuknya benang-benang fibrin menyebabkan luka akan tertutup sehingga darah tidak mengalir keluar lagi.
Berikut merupakan pernyataan sebab-akibat yang tepat berdasarkan teks di atas adalah ",2,3,112
4,1181,PM,"Fungsi f dan g didefinisikan sebagai berikut:
f(x) = x

2 + 4x + 2 dan g(x) = x + 6

Absis terkecil semua titik potong grafik fungsi f dan g adalah...",1,1,111
